ClusterID,Coordinate_1,Coordinate_2,Coordinate_3,Coordinate_4,Coordinate_5,Coordinate_6,Coordinate_7,Coordinate_8,Coordinate_9,Coordinate_10
CLuster-3,63.1378,14.3354,52.2772,97.5787,-152.9266,-149.9081,-402.4345,-102.4326,157.3364,-136.5909
CLuster-3,56.0745,9.2014,56.0109,100.4472,-155.2487,-148.3084,-405.1766,-100.0179,151.5164,-136.2760
CLuster-3,58.3625,3.0279,52.8443,99.1588,-152.5915,-147.5194,-401.0733,-98.6723,152.6113,-139.9534
CLuster-3,52.1045,5.6001,47.8451,101.0000,-157.2376,-143.3078,-403.5676,-93.7675,148.3689,-140.8380
CLuster-3,58.6019,8.4247,56.0957,98.3062,-154.7918,-146.4420,-403.4116,-102.2769,149.6353,-140.2592
CLuster-3,56.4817,6.1658,54.6382,102.0197,-155.8998,-146.3972,-406.2274,-97.9023,152.6545,-138.6722
CLuster-3,57.6617,7.1629,56.6459,99.6037,-153.5589,-148.1347,-401.2337,-96.6844,154.4378,-137.6433
CLuster-3,56.6914,5.8367,53.0345,99.8169,-154.3912,-150.6645,-403.8812,-98.5136,151.7276,-137.0411
CLuster-3,55.3147,6.9642,53.5596,99.9760,-151.8356,-144.5290,-401.4425,-99.2925,153.3388,-137.8185
CLuster-3,60.4170,9.4796,49.8470,96.2783,-152.7892,-145.2373,-399.6294,-100.9343,153.5539,-140.9436
CLuster-3,58.7878,7.6742,54.6609,99.8290,-149.3870,-145.2349,-399.7848,-99.4795,157.1232,-136.0026
CLuster-3,59.5051,9.5509,54.3894,97.3445,-156.0162,-151.7075,-403.7059,-99.1727,152.5862,-137.4438
CLuster-3,54.3642,5.5647,54.7657,99.5815,-154.2000,-146.9600,-403.7990,-99.7956,150.0023,-139.0478
CLuster-3,58.3549,8.5615,55.1418,101.1380,-152.3404,-145.1533,-403.9618,-99.5010,156.0438,-139.5429
CLuster-3,56.9538,6.4064,51.1817,102.1837,-156.6077,-142.0294,-408.3110,-98.6109,150.8372,-142.5282
CLuster-3,59.3610,10.6259,49.6684,99.8532,-152.4200,-143.3507,-401.1590,-98.9768,154.6628,-138.7606
CLuster-3,54.9475,6.7985,49.0790,99.0334,-154.8501,-144.3054,-401.5932,-99.3042,146.1443,-140.5128
CLuster-3,56.8399,9.9402,53.1387,99.2250,-152.4507,-145.2244,-402.4542,-102.0567,152.6086,-137.9593
CLuster-3,54.8227,6.0625,48.2869,98.1712,-159.1915,-147.6642,-405.4540,-95.6092,147.4485,-143.5848
CLuster-3,59.1345,11.0132,56.0767,100.6711,-154.2206,-144.8643,-405.6234,-99.1379,154.9167,-139.6500
CLuster-3,54.8938,10.0170,53.5800,102.1631,-155.2656,-143.5752,-403.6236,-95.5587,151.9483,-139.5380
CLuster-3,59.1610,9.1460,54.4103,98.3137,-157.0468,-152.1817,-405.8099,-100.5253,152.2070,-136.3989
CLuster-3,56.6634,3.3082,52.6131,97.9187,-146.9103,-148.3962,-396.4085,-100.9509,155.8174,-135.3917
CLuster-3,55.0195,6.9815,52.9889,102.6690,-155.1685,-143.3832,-406.0593,-98.2652,151.2419,-140.8028
CLuster-3,59.6506,13.1834,56.2145,102.9384,-153.6826,-147.3149,-405.2972,-98.7313,156.3318,-134.7389
CLuster-3,52.5072,7.5551,54.8598,103.0848,-155.8527,-144.3834,-402.2022,-91.7700,153.4088,-136.9165
CLuster-3,55.3020,4.4192,57.0762,99.5283,-152.7470,-146.4792,-400.3942,-98.9086,152.2030,-136.8611
CLuster-3,57.1738,9.0609,52.9555,100.1985,-153.8533,-145.9933,-402.4969,-99.6472,151.8605,-136.4674
CLuster-3,57.4030,10.5606,53.1757,100.9735,-153.0148,-147.4141,-403.3383,-99.0284,156.0910,-135.7642
CLuster-3,57.1213,7.3599,52.8726,102.0771,-151.1133,-143.1021,-404.0831,-101.5664,153.8801,-139.6567
CLuster-3,57.0752,7.1979,55.6316,100.8663,-153.1150,-145.5726,-402.9614,-98.8904,154.0274,-137.3174
CLuster-3,52.4250,4.5919,59.2791,103.2584,-153.9233,-142.7823,-403.0759,-93.7606,152.7408,-139.3353
CLuster-3,57.2255,11.0563,54.9789,102.8045,-158.6682,-144.4586,-411.7469,-102.3073,151.5351,-141.3669
CLuster-3,58.7545,12.2160,52.2629,99.5468,-156.5348,-143.8643,-410.1914,-104.0576,152.6820,-144.4733
CLuster-3,56.5349,9.5818,57.9463,99.1357,-154.5517,-147.8223,-403.8700,-99.1549,153.8532,-136.8247
CLuster-3,53.0692,11.8295,55.6580,105.4238,-157.9934,-143.4025,-408.7338,-95.0538,152.4205,-137.9475
CLuster-3,55.6282,10.2600,57.4119,99.2751,-155.0386,-150.6549,-402.4312,-97.9163,152.3624,-133.5100
CLuster-3,57.1489,13.9376,52.4798,101.6084,-158.7317,-142.9863,-408.2622,-96.7471,151.9624,-141.4028
CLuster-3,58.7340,6.8960,55.6724,97.6812,-153.5662,-148.3821,-403.4867,-103.1029,152.4879,-139.2206
CLuster-3,51.5778,1.7792,54.5210,103.7220,-154.9289,-142.9234,-405.7389,-95.2713,150.3543,-140.5580
CLuster-3,57.0424,8.2927,60.2743,101.8744,-153.8830,-151.3493,-403.4094,-96.1333,155.1145,-133.9861
CLuster-3,58.9877,8.3774,52.5077,100.1455,-148.5825,-146.4887,-397.9219,-99.9977,155.6897,-133.9923
CLuster-3,57.2897,8.0301,52.7454,100.3001,-150.1705,-144.4645,-400.1119,-98.9273,156.1782,-137.0978
CLuster-3,56.0745,9.5002,51.9790,104.0089,-148.7319,-142.5366,-403.0975,-101.4053,158.8230,-134.3459
CLuster-3,54.1153,6.7227,52.8669,97.9041,-156.0785,-144.6040,-404.2251,-100.4846,146.6885,-141.5352
CLuster-3,56.1169,5.9225,55.8178,99.7243,-156.9566,-151.0270,-408.1738,-100.7694,152.5117,-138.9670
CLuster-3,55.7764,12.1020,53.7690,101.4901,-152.1453,-137.9267,-406.1355,-105.2244,152.0095,-140.9899
CLuster-3,53.2247,10.3666,51.0264,103.5830,-152.3002,-143.2360,-400.8934,-95.3012,151.1969,-134.0597
CLuster-3,58.5075,9.0882,54.2176,98.2162,-153.6106,-146.7066,-402.3625,-101.2145,154.6461,-137.2005
CLuster-3,54.2286,9.5994,56.5597,99.5043,-150.8110,-142.0096,-398.2923,-101.4137,151.7853,-133.4826
CLuster-3,55.5594,5.0527,57.8033,98.1736,-152.7305,-153.8339,-401.1825,-98.5610,152.7652,-133.9755
CLuster-3,55.1707,3.2060,53.4294,100.4695,-156.9530,-147.8231,-402.6465,-93.3174,150.0852,-141.0453
CLuster-3,59.1518,11.8339,58.1000,99.9664,-153.5234,-147.5775,-408.1848,-105.3256,155.1938,-137.6121
CLuster-3,57.8737,7.1957,53.3784,99.2416,-151.0849,-145.2791,-400.4966,-100.1834,153.3743,-138.1225
CLuster-3,55.4649,9.9661,52.1609,97.5067,-157.7538,-150.0493,-403.2753,-97.1882,149.4981,-137.4646
CLuster-3,59.2205,12.0336,51.9363,100.2791,-157.6580,-147.3717,-409.0678,-101.3754,152.5470,-138.7267
CLuster-3,54.5087,9.0579,51.6882,98.5540,-153.4617,-143.7704,-403.3438,-102.3708,150.5095,-140.6391
CLuster-3,57.1145,9.1581,49.8137,103.9298,-152.8903,-143.7075,-401.7379,-94.0669,153.7492,-137.0831
CLuster-3,54.2991,9.3873,52.1137,100.0674,-153.7161,-142.6507,-403.0536,-102.4804,153.0786,-137.0149
CLuster-3,56.0313,7.3184,52.1000,98.3612,-154.1831,-147.2534,-401.9130,-99.3297,151.2390,-138.7491
CLuster-3,56.6337,0.3296,54.4704,97.3250,-154.3938,-154.0200,-402.1301,-95.8819,151.9929,-137.7041
CLuster-3,62.2193,9.7936,61.6780,98.0207,-154.2503,-158.0240,-405.6242,-101.1279,161.0323,-133.3891
CLuster-3,47.6888,12.2760,53.0776,103.5838,-156.5871,-137.8615,-403.8900,-94.2954,148.5496,-139.2052
CLuster-3,60.7376,10.7249,51.7646,99.3184,-156.8386,-151.0118,-405.9433,-97.2070,156.3722,-140.7986
CLuster-3,52.8073,13.8116,54.2635,101.7170,-161.7235,-146.9776,-408.0777,-93.0209,149.8279,-139.6116
CLuster-3,56.0065,6.2409,50.8916,101.0914,-156.8183,-146.1045,-406.6614,-98.7334,149.6825,-140.8431
CLuster-3,57.2895,9.8309,52.0573,99.3494,-156.4240,-142.6103,-407.5198,-101.5139,149.0088,-144.1696
CLuster-3,54.6598,7.7989,56.9087,103.7342,-155.7690,-142.6373,-410.4445,-100.5946,150.6773,-139.4821
CLuster-3,52.3669,8.2159,54.1439,101.5548,-155.0344,-140.9958,-406.8968,-99.3746,151.0758,-141.0035
CLuster-3,54.5142,3.8501,59.9591,97.8879,-152.2838,-150.9528,-398.5028,-95.4986,153.6834,-134.7743
CLuster-3,54.6244,3.9160,58.7586,99.8773,-156.5290,-149.9868,-404.4948,-95.1275,148.5918,-140.5550
CLuster-3,61.1220,10.0770,53.2873,102.5826,-152.8701,-142.2785,-407.1026,-103.7971,154.5979,-140.6252
CLuster-3,56.1475,9.5222,55.7444,101.4332,-156.3675,-147.1224,-405.8544,-97.0870,152.3683,-137.8271
CLuster-3,52.4816,11.6130,55.9664,101.3376,-155.3685,-137.8754,-402.5447,-99.3781,147.6636,-139.6799
CLuster-3,57.3349,13.1534,50.2666,102.6025,-157.6654,-146.1532,-408.6817,-97.1219,156.9180,-137.3708
CLuster-3,57.9359,14.0754,47.9956,100.9742,-155.2222,-141.6869,-406.8637,-102.8411,153.1287,-139.9922
CLuster-3,56.6163,12.9495,56.5717,101.2111,-156.3599,-145.2631,-407.2538,-101.5220,150.0982,-136.0219
CLuster-3,58.2067,13.1619,54.1559,100.2168,-157.5846,-144.0114,-409.1813,-103.3539,152.1011,-141.5946
CLuster-3,60.8094,7.2310,53.0070,100.2166,-149.5414,-147.8176,-402.3455,-102.3901,158.0205,-136.3075
CLuster-3,53.4644,10.6745,55.2336,99.3379,-154.4536,-142.6653,-404.4240,-101.5936,149.6689,-138.3358
CLuster-3,54.1899,10.5444,52.8053,98.6940,-157.2922,-140.1510,-404.6502,-98.4899,148.4231,-144.2940
CLuster-3,55.6976,12.2284,52.9441,106.6608,-154.9296,-139.5313,-411.2876,-100.8431,155.1412,-140.9151
CLuster-3,51.1367,9.9395,52.3889,101.7017,-157.9797,-147.4857,-406.2755,-94.9120,152.9704,-137.4198
CLuster-3,52.8741,7.1079,53.7750,102.4419,-158.5447,-147.9154,-409.3087,-96.4092,152.1393,-138.5885
CLuster-3,59.5664,7.0398,54.7701,98.3921,-154.3022,-151.4415,-404.1625,-98.6546,155.1759,-138.6461
CLuster-3,58.6197,8.2221,54.5092,100.8173,-155.4110,-144.5464,-408.5094,-102.3113,154.7935,-141.6389
CLuster-3,55.7914,12.1970,49.4409,101.6213,-153.9166,-142.3813,-407.3698,-103.2271,154.4044,-139.3930
CLuster-3,56.2591,9.2865,51.5788,99.3413,-152.7805,-146.2005,-403.4158,-101.1827,152.6792,-137.8138
CLuster-3,50.0901,7.2215,49.0128,106.0121,-150.3266,-133.9956,-400.8404,-94.2900,151.1048,-138.6133
CLuster-3,56.8128,10.2967,54.5475,105.6205,-154.6596,-141.8746,-409.2771,-98.3299,154.2634,-141.0343
CLuster-3,53.5280,8.6798,51.9289,102.4398,-152.4324,-140.4761,-404.3079,-98.7901,151.6687,-139.5818
CLuster-3,58.0705,10.8391,52.5858,99.7894,-154.8482,-144.5496,-407.4169,-102.7650,151.4333,-142.1982
CLuster-3,55.7621,7.6212,56.3014,99.2439,-157.6890,-149.2082,-404.9871,-95.9965,149.2053,-139.1215
CLuster-3,59.4131,10.6944,50.3940,101.0605,-153.6381,-147.6590,-404.4342,-99.7421,155.1331,-135.4653
CLuster-3,59.1606,7.1382,52.3572,96.2607,-156.8258,-151.2433,-401.0710,-95.0055,151.7632,-140.1896
CLuster-3,55.7119,6.5968,53.4662,101.2778,-152.1502,-147.6444,-406.7834,-101.6625,156.2382,-138.3964
CLuster-3,55.2533,8.1737,54.0621,99.8436,-154.3191,-145.8784,-404.0985,-101.0680,150.3772,-138.0020
CLuster-3,53.4603,8.0796,53.2367,102.2845,-151.6893,-137.8292,-404.4868,-102.3033,150.1842,-140.8897
CLuster-3,58.6237,7.5681,50.6848,99.0778,-151.9109,-145.1617,-400.6183,-100.2686,152.9458,-138.8550
CLuster-3,55.0336,10.3910,53.7571,102.0222,-157.3882,-143.4492,-409.0923,-99.2953,152.9720,-140.2032
CLuster-3,54.2483,9.6995,49.7682,103.9462,-161.1862,-143.9707,-411.5892,-95.0796,149.7546,-142.9128
CLuster-3,58.2822,7.5204,49.2703,99.5949,-153.8267,-144.4291,-401.2478,-97.5782,148.9838,-140.3857
CLuster-3,54.7906,6.7376,51.5113,100.8406,-152.8951,-143.5429,-401.5777,-98.2193,152.7317,-137.9186
CLuster-3,57.4743,7.0991,52.1424,97.4574,-153.5013,-148.9614,-400.3108,-98.1323,153.3909,-137.0055
CLuster-3,56.3675,10.0806,49.5949,100.5749,-150.3507,-141.2224,-401.4617,-102.2408,154.0638,-136.5038
CLuster-3,54.5441,9.3374,52.2723,106.7632,-154.1217,-142.2064,-407.0169,-97.2304,153.3840,-135.3597
CLuster-3,55.3675,12.1804,51.5222,101.8624,-156.7817,-146.1422,-408.7962,-97.9181,153.0160,-139.6969
CLuster-3,55.8963,11.7176,51.4228,103.4002,-157.4196,-144.7005,-405.5720,-94.5843,153.4222,-137.3753
CLuster-3,53.8964,7.9785,50.0669,104.0818,-158.9334,-141.6556,-412.2776,-96.3624,152.1846,-145.4176
CLuster-3,56.2324,6.1794,50.3486,99.9712,-152.9855,-141.6687,-403.4286,-101.7468,149.4671,-140.3912
CLuster-3,55.0050,7.9586,53.7319,98.0391,-158.0043,-147.7105,-401.8154,-92.8184,148.7788,-140.4035
CLuster-3,59.9989,9.8373,56.4808,97.5679,-156.9101,-150.1095,-408.9692,-103.0407,152.4030,-141.4160
CLuster-3,55.4700,12.4702,50.8419,105.6157,-155.1046,-139.7970,-410.5693,-99.2563,155.3115,-140.0210
CLuster-3,56.9546,9.3148,61.3494,98.6544,-154.9751,-146.3237,-404.1481,-102.5263,149.0165,-137.3398
CLuster-3,56.3056,11.5400,52.0494,97.2306,-150.2521,-145.2832,-399.5583,-102.4980,153.4902,-135.5866
CLuster-3,53.6057,5.9909,52.6145,98.8416,-154.8622,-146.0532,-399.7126,-96.2277,150.0711,-136.1270
CLuster-3,58.6256,13.8218,50.0879,104.2544,-155.3592,-139.9080,-413.4488,-103.2018,156.0067,-143.9286
CLuster-3,56.5373,4.0322,50.9479,100.5894,-151.8514,-141.1928,-402.3066,-101.1429,151.6257,-140.9445
CLuster-3,54.5155,6.2675,55.5660,100.5448,-155.6173,-147.8315,-405.1654,-96.1524,151.9083,-138.3260
CLuster-3,56.9084,6.4528,53.9372,98.0855,-152.8763,-151.4740,-399.1607,-95.6964,155.2275,-135.3014
CLuster-3,56.6350,7.1566,54.0354,97.8809,-156.9720,-151.4723,-405.1563,-99.6546,151.0161,-138.5949
CLuster-3,51.2784,7.6944,53.6112,102.8264,-156.9772,-143.0087,-406.4688,-96.8724,149.7420,-139.5654
CLuster-3,50.9248,6.9112,50.2572,103.9846,-157.6283,-144.0005,-407.9302,-95.1825,154.4992,-137.9688
CLuster-3,50.0889,7.1485,46.9723,103.4520,-153.4911,-135.8957,-397.7056,-91.5698,148.0379,-137.2774
CLuster-3,57.5610,14.0592,52.6250,99.8209,-154.8789,-145.8841,-404.9074,-100.0823,155.6876,-137.4727
CLuster-3,54.5310,8.0381,51.2040,97.2376,-153.3328,-145.7336,-396.8465,-96.7128,148.0050,-137.2993
CLuster-3,53.4327,8.1398,51.1700,103.9664,-154.6089,-138.4123,-403.5036,-93.2765,152.4280,-141.8530
CLuster-3,60.3674,12.8214,52.8796,98.6384,-155.7239,-143.0341,-409.2305,-105.8932,150.4089,-145.5152
CLuster-3,58.0133,14.0725,51.4486,101.8524,-157.7721,-143.2639,-406.3839,-97.9596,152.1345,-139.2233
CLuster-3,55.4363,10.6653,52.1690,94.5584,-153.6357,-147.4423,-399.1869,-99.9836,149.5359,-138.7085
CLuster-3,57.0983,5.5091,56.5874,102.4257,-153.4946,-147.5700,-408.7440,-101.0725,156.6088,-138.7523
CLuster-3,57.1540,10.3323,54.5096,103.9936,-154.9299,-147.7352,-407.1827,-97.5043,156.0547,-135.4330
CLuster-3,51.0138,8.4099,52.2334,100.7064,-150.6434,-140.6362,-397.7673,-96.4959,152.8489,-135.7903
CLuster-3,57.4514,8.0997,51.6038,96.7653,-153.4953,-144.9309,-401.5129,-101.6271,148.2162,-140.6517
CLuster-3,50.8799,7.8131,53.8552,103.0459,-159.0340,-143.6763,-409.2920,-95.7651,149.5704,-141.1902
CLuster-3,52.3167,6.6069,52.6148,99.9914,-153.4777,-139.8815,-404.6778,-103.5387,148.5766,-140.7112
CLuster-3,56.1270,11.8670,52.2008,100.6576,-153.0173,-140.4338,-401.5645,-101.1380,153.1436,-136.0199
CLuster-3,57.7259,13.1620,50.9062,99.7156,-157.1676,-142.5994,-407.7965,-101.3993,151.0068,-142.2682
CLuster-3,56.5479,7.4470,54.8472,100.5215,-152.0096,-145.5210,-404.3976,-101.3096,155.5687,-136.7793
CLuster-3,57.4273,8.4539,52.8844,99.7905,-155.6961,-145.7879,-405.1347,-97.8859,151.1806,-142.9923
CLuster-3,53.8652,14.1806,54.3764,102.4854,-156.2602,-141.0912,-407.8268,-100.7703,149.9348,-140.1918
CLuster-3,57.3320,4.7137,52.9179,101.3759,-151.7725,-148.1920,-404.9638,-99.4195,155.3681,-138.8155
CLuster-3,54.9644,3.6606,54.8003,99.4972,-154.0609,-151.2822,-403.3478,-97.4950,151.2475,-138.0729
CLuster-3,57.8922,5.0647,57.9766,95.2810,-151.2184,-151.5860,-395.5348,-98.3764,153.0248,-134.1742
CLuster-3,52.5331,8.0889,53.4234,102.6997,-156.7005,-140.9310,-404.7939,-95.2007,149.1544,-140.5558
CLuster-3,56.7961,16.4596,54.1079,102.9234,-156.0071,-142.2701,-411.6143,-101.3442,154.5112,-140.7068
CLuster-3,56.9039,10.2252,55.3042,99.8752,-153.2960,-148.3643,-403.2110,-99.1996,152.9987,-136.5774
CLuster-3,53.3932,4.1257,48.7554,98.6141,-154.8476,-142.9402,-401.4944,-97.3765,145.4238,-142.7910
CLuster-3,57.3876,6.6501,51.2323,102.8275,-156.0258,-150.3154,-404.9188,-94.6193,156.8842,-135.7000
CLuster-3,54.0895,7.6220,50.7063,101.1356,-152.3399,-146.6345,-398.9120,-94.8541,153.4329,-135.5756
CLuster-3,57.0851,11.0038,48.9215,101.6222,-153.3001,-145.5301,-402.7335,-97.3214,154.9850,-137.5474
CLuster-3,54.7677,5.9717,57.4599,103.3819,-154.7977,-142.7169,-405.6106,-99.0901,152.0969,-138.7973
CLuster-3,55.2233,3.8123,55.3164,96.9836,-156.4207,-155.6537,-398.7739,-93.3021,151.1157,-133.8264
CLuster-3,57.6311,12.0345,50.6476,99.9503,-155.5021,-145.4615,-402.0017,-98.1088,154.3945,-136.0478
CLuster-3,58.0524,12.9507,53.1425,98.6319,-153.5698,-144.9753,-403.0860,-101.3746,150.8845,-138.3984
CLuster-3,55.7880,9.5543,53.0444,100.5719,-156.0507,-146.3309,-408.3548,-101.1374,153.2573,-138.8446
CLuster-3,51.8719,2.9827,53.5647,99.6708,-157.7923,-145.6895,-406.4541,-97.7625,143.7565,-143.0201
CLuster-3,54.0462,8.4594,52.3313,98.7817,-151.2811,-138.4381,-398.8534,-100.4315,149.9536,-138.9065
CLuster-3,52.9357,11.6813,56.1894,104.6878,-151.3479,-135.2755,-404.3974,-102.6034,151.2958,-137.8298
CLuster-3,55.5887,5.9762,53.3203,99.7142,-151.1772,-144.8873,-400.4204,-99.3010,151.9376,-138.7831
CLuster-3,59.0385,7.8690,52.7705,100.8654,-158.0850,-155.3582,-407.5034,-94.5526,154.4695,-138.4483
CLuster-3,58.0844,3.3355,55.9046,95.2057,-156.7780,-152.1812,-401.2269,-99.1132,149.0420,-139.0264
CLuster-3,52.1611,7.0060,51.7838,100.6106,-154.8137,-142.3675,-403.0112,-97.9329,149.0776,-138.5737
CLuster-3,54.7999,7.4787,49.1317,99.2097,-155.0815,-144.4933,-398.5484,-94.2525,147.3933,-138.1063
CLuster-3,55.9272,7.9471,52.0673,101.2838,-154.0537,-150.3803,-405.0115,-98.4161,156.6641,-133.9133
CLuster-3,51.0633,2.9747,52.8165,104.8234,-154.9092,-145.3520,-398.8134,-87.2025,149.9442,-134.0809
CLuster-3,54.4958,8.4826,54.4259,100.8488,-153.3859,-143.4645,-404.8587,-100.6175,149.7363,-138.5308
CLuster-3,53.2034,8.1557,56.1596,100.9763,-155.2640,-145.2375,-405.3506,-98.6021,150.6714,-139.5603
CLuster-3,56.3332,1.6149,56.0990,97.4079,-150.9083,-149.7401,-399.9092,-100.1051,151.6125,-137.7709
CLuster-3,56.5849,17.1500,50.6116,104.8654,-154.2858,-137.9074,-406.5412,-100.2905,154.2774,-137.3700
CLuster-3,55.2107,7.5629,55.0107,97.2414,-152.3931,-149.1858,-401.7029,-100.8340,154.0125,-137.5266
CLuster-3,57.6442,8.6110,53.7641,98.9814,-153.7385,-154.9356,-403.3286,-97.2386,155.8415,-134.9306
CLuster-3,59.2523,14.1349,55.3308,99.4693,-157.4522,-150.0482,-408.8497,-100.2907,156.3651,-138.7750
CLuster-3,57.1780,7.1182,52.9617,97.7854,-156.3764,-146.9338,-403.9551,-98.2819,151.5785,-141.7618
CLuster-3,58.2002,8.5750,50.8769,100.5578,-152.7347,-143.8835,-403.6555,-100.0732,154.7975,-140.0525
CLuster-3,56.2364,8.8170,55.1297,100.1386,-154.7838,-148.5150,-402.2837,-98.2607,152.7275,-134.7436
CLuster-3,57.4273,10.1965,50.3288,101.2237,-155.6333,-144.8796,-403.8959,-95.4285,153.0833,-139.6853
CLuster-3,56.8870,7.4514,53.5886,102.2922,-152.8235,-143.0244,-405.0590,-98.0466,154.2843,-140.1514
CLuster-3,55.3253,12.5350,49.9136,101.4398,-154.8165,-143.2220,-405.5908,-101.1557,153.1056,-138.1862
CLuster-3,56.7981,10.8329,50.9641,105.0631,-149.5122,-136.2592,-404.7873,-100.8492,154.8944,-139.5622
CLuster-3,57.9419,12.4138,50.0801,103.0691,-152.7912,-140.5208,-403.2112,-98.0879,157.4161,-138.7110
CLuster-3,60.1630,11.6359,57.9264,104.3790,-155.5677,-146.3107,-410.8810,-100.9056,156.2946,-139.0544
CLuster-3,53.9862,7.9569,55.9922,102.6908,-159.7987,-147.8143,-409.0218,-95.9352,152.5126,-138.3330
CLuster-3,56.4599,3.2144,56.2331,99.1483,-153.0841,-145.8576,-399.8928,-96.3230,152.1640,-138.4658
CLuster-3,53.1013,6.6618,54.8369,100.7151,-150.2128,-139.0117,-399.6086,-100.6485,149.1779,-138.3071
CLuster-3,53.9464,11.6143,56.3783,102.6419,-154.9742,-141.2197,-405.2561,-99.1809,150.7915,-138.0471
CLuster-3,60.2861,12.8014,56.3135,100.9039,-154.5436,-144.5405,-409.2474,-104.3888,156.7104,-141.0991
CLuster-3,54.1732,4.6158,57.5121,98.9634,-153.7168,-150.0615,-400.4048,-94.9273,151.9146,-137.4905
CLuster-3,51.2426,11.5777,50.8357,101.9577,-153.2136,-134.8902,-402.2933,-100.7666,146.7494,-139.3816
CLuster-3,60.2417,6.7950,54.8627,98.5256,-155.2445,-147.1776,-404.5759,-100.3100,154.8691,-141.7791
CLuster-3,57.7363,11.5759,55.4858,97.4786,-154.4572,-145.6604,-405.6926,-105.0812,151.7325,-139.4040
CLuster-3,54.2674,2.4948,53.8377,96.0040,-152.3998,-149.2904,-399.7418,-99.5436,149.6222,-138.7232
CLuster-3,58.7729,8.3704,52.6701,100.0136,-147.9956,-148.1536,-399.1101,-101.4885,158.4208,-132.3059
CLuster-3,57.4761,1.5249,56.1075,96.2720,-152.3687,-149.2176,-399.6079,-99.9154,149.2084,-140.1216
CLuster-3,59.0409,13.8231,51.7337,98.5046,-154.3492,-146.4121,-403.7497,-101.3468,156.9245,-137.7363
CLuster-3,59.3138,9.8097,55.7443,100.0266,-153.0564,-143.6589,-404.4260,-102.3060,152.4828,-140.1408
CLuster-3,55.9979,4.3989,50.4416,99.8067,-155.7584,-147.7284,-400.0317,-93.2419,151.2137,-138.8969
CLuster-3,55.5822,10.4326,54.3796,104.8319,-154.7870,-145.4137,-407.1343,-96.5928,156.9450,-135.7531
CLuster-3,55.8257,9.3183,52.1353,102.5732,-153.9409,-143.9753,-402.3762,-96.1588,153.4944,-136.5716
CLuster-3,57.7151,6.0400,54.5955,104.2174,-155.1908,-149.3604,-407.7138,-97.7536,158.2902,-136.5359
CLuster-3,56.4178,8.4154,50.8712,104.1818,-154.2183,-145.0865,-404.9214,-95.4660,155.5224,-137.9654
CLuster-3,55.7719,6.2806,55.0438,98.1298,-153.5952,-148.7362,-402.3307,-99.6747,151.9837,-137.9383
CLuster-3,55.2784,6.5376,58.9593,100.5736,-156.1633,-143.3758,-408.8164,-102.7690,149.0993,-142.2888
CLuster-3,55.0898,7.8830,56.6398,99.7028,-157.8011,-147.7284,-405.3597,-97.4873,153.1617,-138.8722
CLuster-3,56.7597,12.5078,56.9450,101.0119,-155.4382,-143.5177,-407.1069,-102.1243,151.7552,-139.7295
CLuster-3,54.9467,5.0030,52.5899,98.5869,-148.5831,-147.8193,-395.3518,-96.9829,153.9007,-133.0263
CLuster-3,58.1956,9.7197,54.4961,101.8091,-153.3198,-142.3635,-407.3000,-102.0495,154.8134,-139.9624
CLuster-3,52.0891,10.3516,53.2089,103.4706,-154.0280,-144.0396,-403.6852,-96.6751,153.1134,-135.7482
CLuster-3,53.9345,11.0310,58.0784,101.4213,-158.1098,-147.0117,-408.7959,-100.2854,150.2438,-136.7317
CLuster-3,58.0307,12.7016,50.6299,96.5895,-157.6330,-141.9210,-406.8926,-103.8989,148.0795,-145.6382
CLuster-3,56.3846,15.2389,48.6950,99.1641,-157.1935,-142.9638,-407.9911,-102.9780,152.9135,-141.4300
CLuster-3,51.9919,2.2818,51.6059,102.3338,-156.7640,-142.8147,-404.5541,-90.9557,150.4163,-144.0050
CLuster-3,56.8672,9.1828,55.6205,100.8434,-153.2912,-151.7574,-400.8752,-95.8231,153.7139,-132.2416
CLuster-3,57.8767,6.1102,55.6352,102.7911,-154.2287,-143.5307,-408.9071,-101.6767,155.4481,-141.9367
CLuster-3,54.1079,8.9854,50.8187,102.6207,-151.7186,-142.2795,-401.0911,-97.3384,152.0261,-136.2612
CLuster-3,56.4106,2.3135,55.7184,95.8049,-152.5361,-149.1033,-400.2589,-100.2370,150.2954,-141.1646
CLuster-3,56.1426,4.5496,50.1935,100.5764,-153.5882,-146.1438,-399.7905,-93.7171,152.4959,-139.2723
CLuster-3,57.1702,8.8383,57.2558,102.0455,-151.4283,-146.8419,-403.3320,-100.1813,157.4367,-135.3117
CLuster-3,56.0293,10.8104,54.3835,99.0782,-156.9563,-144.8303,-405.8950,-98.3478,151.3531,-142.6587
CLuster-3,53.2451,10.4589,58.1741,103.5791,-155.1893,-145.7049,-404.5619,-95.0834,153.0878,-135.3692
CLuster-3,61.7268,3.5999,59.8122,97.5756,-150.7392,-152.3711,-403.1572,-103.4196,156.3220,-137.2692
CLuster-3,54.9566,3.4025,55.0190,101.7796,-151.9878,-144.0375,-404.5032,-99.8668,152.2322,-139.7489
CLuster-3,53.1819,3.4519,58.7653,103.3890,-154.4973,-143.2572,-407.5199,-98.1919,151.9054,-140.2081
CLuster-3,54.1426,5.8736,48.1859,97.8399,-154.4938,-137.6855,-398.8340,-96.5143,146.4462,-144.1052
